"element","element-content-type","element-content","attribute","attribute-content"
"taxonomy","elements","|desc|","id","apis"
"desc","text","APIS keywords are controlled locally at the institution level. They are not necessarily consistent.","",""
"profileDesc","elements","|langUsage||textClass|","",""
"langUsage","elements","|language||language|","default","false"
"language","text","English","ident","en"
"language","text","Greek","ident","grc"
"textClass","elements","|keywords|","default","false"
"keywords","elements","|term||term||term|","scheme","#apis"
"term","text","Dance; Greek drama","",""
"term","text","Accounts, Ptolemaic Period","type","genre_form"
"term","text","Papyri","type","genre_form"
"text","elements","|body|","",""
"body","elements","|div||div|","",""
"div","elements","|listBibl||p|","type","bibliography"
"div","elements","|listBibl||p|","subtype","citations"
"div","elements","|listBibl||p|","org","uniform"
"div","elements","|listBibl||p|","sample","complete"
"div","elements","|listBibl||p|","part","N"
"listBibl","elements","|bibl||bibl|","default","false"
"bibl","text","P.Tebt., I.231","default","false"
"bibl","text","P.Tebt.:1:231","type","ddbdp"
"bibl","text","P.Tebt.:1:231","default","false"
"p","mixed","<<ref>>.","",""
"ref","text","Original record","target","http://sunsite.berkeley.edu/cgi-bin/apisdb/record/1219"
"div","elements","|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|","type","figure"
"div","elements","|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|","org","uniform"
"div","elements","|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|","sample","complete"
"div","elements","|figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure||figure|","part","N"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/11 Recto","",""
"figDesc","text","recto thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02779a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/11 Recto","",""
"figDesc","text","recto 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02779a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/11 Recto","",""
"figDesc","text","recto 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02779a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/11 Recto","",""
"figDesc","text","recto 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02779a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/11 Verso","",""
"figDesc","text","verso thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02780a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/11 Verso","",""
"figDesc","text","verso 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02780a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/11 Verso","",""
"figDesc","text","verso 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02780a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 1/11 Verso","",""
"figDesc","text","verso 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02780a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 2/11 Recto","",""
"figDesc","text","recto thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02781a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 2/11 Recto","",""
"figDesc","text","recto 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02781a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 2/11 Recto","",""
"figDesc","text","recto 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02781a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 2/11 Recto","",""
"figDesc","text","recto 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02781a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 2/11 Verso","",""
"figDesc","text","verso thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02782a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 2/11 Verso","",""
"figDesc","text","verso 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02782a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 2/11 Verso","",""
"figDesc","text","verso 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02782a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 2/11 Verso","",""
"figDesc","text","verso 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02782a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 3/11 Recto","",""
"figDesc","text","recto thumbnail","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02783a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 3/11 Recto","",""
"figDesc","text","recto 75 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02783a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 3/11 Recto","",""
"figDesc","text","recto 150 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02783a"
"figure","elements","|figDesc||graphic||head|","",""
"head","text","Frame 3/11 Recto","",""
"figDesc","text","recto 300 dpi","",""
"graphic","empty","","url","http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02783a"
