element	element-content-type	element-content	attribute	attribute-content
head	text	Frame 4/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02785a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02785a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02785a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02786a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02786a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02786a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 4/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02786a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02787a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02787a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02787a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02787a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02788a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02788a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02788a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 5/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02788a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02789a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02789a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02789a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02789a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02790a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02790a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02790a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 6/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02790a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02791a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02791a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02791a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02791a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02792a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02792a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02792a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 7/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02792a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02793a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02793a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02793a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02793a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02794a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02794a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02794a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 8/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02794a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02795a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02795a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02795a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02795a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02796a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02796a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02796a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 9/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02796a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 10/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02797a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 10/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02797a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 10/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02797a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 10/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02797a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 10/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02798a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 10/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02798a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 10/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02798a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 10/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02798a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 11/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02799a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 11/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02799a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 11/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02799a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 11/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02799a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 11/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02800a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 11/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02800a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 11/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02800a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 11/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02800a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02779a
head	text	Frame 1/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02779a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02779a
head	text	Frame 1/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02779a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02779a
head	text	Frame 1/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02779a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02779a
head	text	Frame 1/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02779a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02780a
head	text	Frame 1/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02780a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02780a
head	text	Frame 1/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02780a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02780a
head	text	Frame 1/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02780a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 1/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02780a
head	text	Frame 1/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02780a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02781a
head	text	Frame 2/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02781a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02781a
head	text	Frame 2/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02781a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02781a
head	text	Frame 2/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02781a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02781a
head	text	Frame 2/11 Recto		
figDesc	text	recto 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02781a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02782a
head	text	Frame 2/11 Verso		
figDesc	text	verso thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02782a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02782a
head	text	Frame 2/11 Verso		
figDesc	text	verso 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02782a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02782a
head	text	Frame 2/11 Verso		
figDesc	text	verso 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02782a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 2/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02782a
head	text	Frame 2/11 Verso		
figDesc	text	verso 300 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/hires/AP02782a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02783a
head	text	Frame 3/11 Recto		
figDesc	text	recto thumbnail		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/thumbnail/AP02783a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02783a
head	text	Frame 3/11 Recto		
figDesc	text	recto 75 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medres/AP02783a
figure	elements	|figDesc||graphic||head|		
head	text	Frame 3/11 Recto		
figDesc	text	recto 150 dpi		
graphic	empty		url	http://sunsite.berkeley.edu/cgi-bin/apisdb/image/medhires/AP02783a
head	text	Frame 3/11 Recto		
